,Location,nodeIndex,Type,combCasePerm,combCase,set,Fx,Fy,Fz,Mxx,Myy,Mzz
3526,MC5/6,2628,maxFx,C31p3527,31,ULS B (full envelope),159.8264845293638,5.285841109123231,767.6077067327957,-63.18741748144152,830.4675408203382,13.84180828067899
6143,MC5/6,2628,minFx,C31p6144,31,ULS B (full envelope),-76.77097383222373,-6.219786192512513,583.3332882554705,62.045307516117084,-635.96532360349,-2.7909109939944745
5199,MC5/6,2628,maxFy,C31p5200,31,ULS B (full envelope),18.309722195444998,61.28074175519943,557.192582636261,-456.42021199035645,30.517440620586278,9.723380819612743
19,MC5/6,2628,minFy,C31p20,31,ULS B (full envelope),35.18373957778066,-39.08158580293656,670.1843278995514,301.6296209289551,62.324148261711,-2.4026430485665786
4494,MC5/6,2628,maxFz,C31p4495,31,ULS B (full envelope),91.93002971486185,39.33455593679429,953.4801739420319,-317.3593075387573,229.47107554978552,11.95845614813447
7810,MC5/6,2628,minFz,C31p7811,31,ULS B (full envelope),15.151538322038652,-38.03844864812851,401.62341271895974,301.53839118444824,31.890071174264904,-4.97136279624176
5218,MC5/6,2628,maxMxx,C31p5219,31,ULS B (full envelope),18.178592415152487,-38.132598880481716,556.6687810062409,324.2098452941894,33.8702641854018,-4.46625939683318
2598,MC5/6,2628,minMxx,C31p2599,31,ULS B (full envelope),35.871611789713796,61.14450566282272,670.9466065315247,-484.88744299621584,62.08708954064548,12.235096569734813
3526,MC5/6,2628,maxMyy,C31p3527,31,ULS B (full envelope),159.8264845293638,5.285841109123231,767.6077067327957,-63.18741748144152,830.4675408203382,13.84180828067899
6149,MC5/6,2628,minMyy,C31p6150,31,ULS B (full envelope),-68.74014322332175,-5.786902479743958,686.6442070555191,54.500542872562406,-657.7287391259509,-0.8607619494998449
5110,MC5/6,2628,maxMzz,C31p5111,31,ULS B (full envelope),100.58844892056378,7.140021115961077,951.9165778545954,-95.0002565118313,288.07967393577513,16.420957627834078
5211,MC5/6,2628,minMzz,C31p5212,31,ULS B (full envelope),11.216154090701039,-8.916621135425565,535.818557485962,122.59445060729975,13.020495791026951,-8.423714102262256
38515,MC3/4,2629,maxFx,C31p7340,31,ULS B (full envelope),74.53593653058886,1.590006743944883,899.0076766470338,-4.751806266028285,252.7241490300381,7.0651400169360645
35628,MC3/4,2629,minFx,C31p4453,31,ULS B (full envelope),-76.98874063812377,26.069451284418104,1029.4180103410722,-217.15953607421875,-267.20681187873726,-7.872842144629956
33780,MC3/4,2629,maxFy,C31p2605,31,ULS B (full envelope),-13.851676962834594,69.53109175515175,789.0918822380067,-576.0781121948243,-20.474087413519616,-3.8885511871218688
38987,MC3/4,2629,minFy,C31p7812,31,ULS B (full envelope),-2.5184051305809017,-44.662911420776375,467.3402039065857,384.1060754945068,-17.845249730850217,-0.08097488317108151
33688,MC3/4,2629,maxFz,C31p2513,31,ULS B (full envelope),21.85499667274356,19.14197325631976,1265.669967301922,-193.47343939285932,155.23475698883183,1.9775576799571515
38985,MC3/4,2629,minFz,C31p7810,31,ULS B (full envelope),-2.8188684417762753,-23.813887754394536,465.85386679415893,238.7969995057373,-8.298206781173704,-3.8292360506973266
36389,MC3/4,2629,maxMxx,C31p5214,31,ULS B (full envelope),12.556352893465757,-43.37168144812584,664.485797518158,395.46901909179684,4.055632016259435,1.82644578820467
33780,MC3/4,2629,minMxx,C31p2605,31,ULS B (full envelope),-13.851676962834594,69.53109175515175,789.0918822380067,-576.0781121948243,-20.474087413519616,-3.8885511871218688
36400,MC3/4,2629,maxMyy,C31p5225,31,ULS B (full envelope),52.86528420564532,-0.6500292356014252,696.9093402147292,11.191846795654296,300.94626794613004,4.418379763996602
36038,MC3/4,2629,minMyy,C31p4863,31,ULS B (full envelope),-55.80374132953762,4.07130146310687,1182.5787624812124,-66.65849769669236,-306.4392338418568,-1.7180299859440311
38560,MC3/4,2629,maxMzz,C31p7385,31,ULS B (full envelope),61.015213194826835,0.5055597986781591,891.6021534572793,7.765513649743204,168.8046797786343,7.690536032866239
35643,MC3/4,2629,minMzz,C31p4468,31,ULS B (full envelope),-75.84575280532957,28.528787293024063,1031.5387598248672,-231.34366248657227,-259.98287394813417,-9.800323695533276
65893,MC1/2,2630,maxFx,C31p3542,31,ULS B (full envelope),76.9326131344402,2.636184077320099,591.6617557754422,-46.05301653015137,635.5643539683426,3.041738899016381
63278,MC1/2,2630,minFx,C31p927,31,ULS B (full envelope),-159.97455317578908,3.922202916867731,782.8480496383763,-10.594176497821806,-837.6241424353708,-2.9904348804956675
62358,MC1/2,2630,maxFy,C31p7,31,ULS B (full envelope),-34.14569765842557,46.78590438508987,684.7336336721421,-368.5461114654541,-58.64900942819715,-12.512653163456918
64967,MC1/2,2630,minFy,C31p2616,31,ULS B (full envelope),-21.707017828065155,-35.38788652334213,562.850169153309,267.9347859308243,-48.53339505479931,9.27104346549511
64688,MC1/2,2630,maxFz,C31p2337,31,ULS B (full envelope),-49.19993623941303,-2.0170757350885897,972.0810301194718,51.96313567463875,43.22537082009674,3.243755398522317
70149,MC1/2,2630,minFz,C31p7798,31,ULS B (full envelope),-11.772508242313386,44.532152235367775,401.66778457120375,-356.0392389956818,-18.288510495174414,-12.838224248527526
70163,MC1/2,2630,maxMxx,C31p7812,31,ULS B (full envelope),-21.90260912179184,-33.47623703274441,422.73933684924555,280.96808618379976,-49.38541214960862,8.7782079108963
64956,MC1/2,2630,minMxx,C31p2605,31,ULS B (full envelope),-19.558842189675566,43.42093270540237,585.621452422142,-372.8168979888916,-31.976447709447143,-12.230203309941292
65905,MC1/2,2630,maxMyy,C31p3554,31,ULS B (full envelope),68.33402921434761,4.775972224576474,696.7650650395107,-54.98077230596543,646.7232422228326,3.4676368801969293
63278,MC1/2,2630,minMyy,C31p927,31,ULS B (full envelope),-159.97455317578908,3.922202916867731,782.8480496383763,-10.594176497821806,-837.6241424353708,-2.9904348804956675
67570,MC1/2,2630,maxMzz,C31p5219,31,ULS B (full envelope),-36.24984155853391,-30.708149793910984,676.7079854652404,264.22621495666505,-56.978331797963385,9.707411469626425
70146,MC1/2,2630,minMzz,C31p7795,31,ULS B (full envelope),-14.744293383304598,44.91869084620762,423.79390371182876,-357.1586591128693,-23.670018197811128,-12.841957860588073
98759,S3/4,2631,maxFx,C31p5232,31,ULS B (full envelope),51.40668389232159,1.618979054069519,1015.266751128769,-163.5631154254913,250.49059349589348,10.709386239099501
96163,S3/4,2631,minFx,C31p2636,31,ULS B (full envelope),-67.28505681812763,3.9821643299102787,990.0361196914674,-112.96521000175476,-339.24098557515146,33.47139909920693
