,Location,nodeIndex,Type,combCasePerm,combCase,set,Fx,Fy,Fz,Mxx,Myy,Mzz
4988,MC5/6,2628,maxFx,C31p4989,31,ULS B (full envelope),197.12226103788046,-12.410866911195518,1051.356728980023,201.40951375091558,954.0046062732324,17.66827233295679
6142,MC5/6,2628,minFx,C31p6143,31,ULS B (full envelope),-97.10247464737404,-15.747148365849258,638.9826790873409,194.78115837158208,-780.6214885295352,3.3026275665619966
7797,MC5/6,2628,maxFy,C31p7798,31,ULS B (full envelope),23.071777962688444,62.98404531478119,436.66719423359274,-475.83343122827154,48.061658586921695,13.974022000839232
19,MC5/6,2628,minFy,C31p20,31,ULS B (full envelope),39.11504383712214,-63.61244954883456,737.368716247177,552.9069704071045,78.62081026052756,-0.6492545919254421
4496,MC5/6,2628,maxFz,C31p4497,31,ULS B (full envelope),115.08836143371029,3.509481024743319,1074.3927220629087,70.61454122985839,366.70551421987807,18.514601338402926
7809,MC5/6,2628,minFz,C31p7810,31,ULS B (full envelope),15.935645423130035,-32.01148859635162,428.796251197704,293.200067795166,31.171306388511656,-5.9609703087310795
5215,MC5/6,2628,maxMxx,C31p5216,31,ULS B (full envelope),21.886086024622145,-63.26945623828768,645.5835849971771,578.4814922821045,35.12504307302758,-2.403131349737943
7797,MC5/6,2628,minMxx,C31p7798,31,ULS B (full envelope),23.071777962688444,62.98404531478119,436.66719423359274,-475.83343122827154,48.061658586921695,13.974022000839232
3527,MC5/6,2628,maxMyy,C31p3528,31,ULS B (full envelope),196.85382664863124,-10.503462462834118,857.8946207006668,151.41642141601562,1071.9431284103146,15.068369025683698
6148,MC5/6,2628,minMyy,C31p6149,31,ULS B (full envelope),-87.29828711601722,-16.296813897007706,767.7338077357268,222.4238717504883,-795.6042586111699,6.305590151706039
5110,MC5/6,2628,maxMzz,C31p5111,31,ULS B (full envelope),118.28703202115683,-2.2421448154008394,1074.330939198115,110.70387176605227,390.5547290652857,21.08442824238062
7809,MC5/6,2628,minMzz,C31p7810,31,ULS B (full envelope),15.935645423130035,-32.01148859635162,428.796251197704,293.200067795166,31.171306388511656,-5.9609703087310795
38516,MC3/4,2629,maxFx,C31p7341,31,ULS B (full envelope),96.670872732663,19.753986794819834,1072.343782509213,39.265692272833604,378.76388245100804,15.555017622583808
35629,MC3/4,2629,minFx,C31p4454,31,ULS B (full envelope),-100.9654277155067,30.512568085545304,1263.8482318829854,-7.784588435058586,-441.46413831401054,6.366662896190585
33780,MC3/4,2629,maxFy,C31p2605,31,ULS B (full envelope),-17.486503191027786,102.3398310909927,944.8710739784242,-649.7094689636231,-52.95586387335955,4.710836392055452
38987,MC3/4,2629,minFy,C31p7812,31,ULS B (full envelope),-0.1750497770538327,-51.03022641931534,555.038565192047,517.4554150189209,-2.7571636259613026,4.535237244166851
